order_date,city_std(광역권 이름),temp_max(최고 기온),temp_min(최저 기온),rain_pre(강수량 합계),temp_range(최고 기온-최저 기온),heatwave(폭염),heavy_rain(폭우)
2023-03-01,other states,29.7,15.6,0.0,14.1,0,0
2023-03-02,other states,30.0,15.1,0.0,14.9,0,0
2023-03-03,other states,30.5,16.8,0.0,13.7,0,0
2023-03-04,other states,29.8,17.5,0.0,12.3,0,0
2023-03-05,other states,29.6,16.3,0.0,13.3,0,0
2023-03-06,other states,28.7,15.9,0.0,12.799999999999999,0,0
2023-03-07,other states,28.7,15.8,0.0,12.899999999999999,0,0
2023-03-08,other states,28.1,14.8,0.2,13.3,0,0
2023-03-09,other states,27.5,15.9,0.5,11.6,0,0
2023-03-10,other states,29.1,15.5,0.0,13.600000000000001,0,0
2023-03-11,other states,30.0,16.2,0.0,13.8,0,0
2023-03-12,other states,31.9,17.0,0.0,14.899999999999999,0,0
2023-03-13,other states,32.0,17.5,0.0,14.5,0,0
2023-03-14,other states,31.5,17.2,0.0,14.3,0,0
2023-03-15,other states,32.2,17.2,0.0,15.000000000000004,0,0
2023-03-16,other states,31.9,19.0,0.1,12.899999999999999,0,0
2023-03-17,other states,28.5,19.5,1.7,9.0,0,0
2023-03-18,other states,26.8,16.7,0.3,10.100000000000001,0,0
2023-03-19,other states,25.1,15.2,0.7,9.900000000000002,0,0
2023-03-20,other states,23.6,16.1,24.3,7.5,0,0
2023-03-21,other states,23.0,14.6,3.2,8.4,0,0
2023-03-22,other states,26.3,14.0,0.0,12.3,0,0
2023-03-23,other states,28.0,15.4,0.0,12.6,0,0
2023-03-24,other states,27.5,17.2,15.8,10.3,0,0
2023-03-25,other states,26.2,17.4,1.1,8.8,0,0
2023-03-26,other states,27.5,16.5,0.0,11.0,0,0
2023-03-27,other states,26.8,15.4,0.0,11.4,0,0
2023-03-28,other states,28.1,15.2,0.0,12.900000000000002,0,0
2023-03-29,other states,30.8,16.6,0.2,14.2,0,0
2023-03-30,other states,30.8,17.5,5.7,13.3,0,0
2023-03-31,other states,24.1,17.0,9.4,7.100000000000001,0,0
2023-04-01,other states,25.7,15.1,0.9,10.6,0,0
2023-04-02,other states,28.3,15.9,0.0,12.4,0,0
2023-04-03,other states,31.2,16.4,0.0,14.8,0,0
2023-04-04,other states,28.0,17.2,0.2,10.8,0,0
2023-04-05,other states,30.2,16.2,0.0,14.0,0,0
2023-04-06,other states,31.3,16.6,0.0,14.7,0,0
2023-04-07,other states,31.2,17.4,0.0,13.8,0,0
2023-04-08,other states,31.8,17.1,0.0,14.7,0,0
2023-04-09,other states,33.1,18.0,0.0,15.100000000000001,0,0
2023-04-10,other states,33.2,19.7,0.0,13.500000000000004,0,0
2023-04-11,other states,35.9,19.4,0.0,16.5,0,0
2023-04-12,other states,36.3,23.0,0.0,13.299999999999997,0,0
2023-04-13,other states,37.2,22.1,0.0,15.100000000000001,0,0
2023-04-14,other states,37.3,21.8,0.0,15.499999999999996,0,0
2023-04-15,other states,39.1,22.0,0.0,17.1,1,0
2023-04-16,other states,39.2,22.7,0.0,16.500000000000004,1,0
2023-04-17,other states,39.0,24.4,0.0,14.600000000000001,1,0
2023-04-18,other states,39.1,25.5,0.0,13.600000000000001,1,0
2023-04-19,other states,37.2,25.1,0.0,12.100000000000001,0,0
2023-04-20,other states,34.7,23.3,0.0,11.400000000000002,0,0
2023-04-21,other states,35.2,22.4,0.0,12.800000000000004,0,0
2023-04-22,other states,35.1,20.8,0.0,14.3,0,0
2023-04-23,other states,33.8,20.9,0.0,12.899999999999999,0,0
2023-04-24,other states,31.9,20.0,0.0,11.899999999999999,0,0
2023-04-25,other states,33.2,20.5,0.0,12.700000000000003,0,0
2023-04-26,other states,35.5,22.1,0.0,13.399999999999999,0,0
2023-04-27,other states,35.8,23.6,0.0,12.199999999999996,0,0
2023-04-28,other states,33.5,22.4,0.0,11.100000000000001,0,0
2023-04-29,other states,33.3,21.8,0.6,11.499999999999996,0,0
2023-04-30,other states,30.4,21.1,1.4,9.299999999999997,0,0
2023-05-01,other states,27.8,19.8,5.4,8.0,0,0
2023-05-02,other states,28.0,19.3,5.4,8.7,0,0
2023-05-03,other states,28.2,19.9,6.8,8.3,0,0
2023-05-04,other states,29.6,18.7,0.0,10.900000000000002,0,0
2023-05-05,other states,30.8,20.6,5.4,10.2,0,0
2023-05-06,other states,35.3,20.7,0.0,14.599999999999998,0,0
2023-05-07,other states,36.0,22.0,0.0,14.0,0,0
2023-05-08,other states,36.6,21.9,0.0,14.700000000000003,0,0
2023-05-09,other states,37.1,21.4,0.0,15.700000000000003,0,0
2023-05-10,other states,36.5,21.9,0.0,14.600000000000001,0,0
2023-05-11,other states,38.9,22.0,0.0,16.9,1,0
2023-05-12,other states,41.7,23.0,0.0,18.700000000000003,1,0
2023-05-13,other states,41.5,25.0,0.0,16.5,1,0
2023-05-14,other states,40.5,26.5,0.0,14.0,1,0
2023-05-15,other states,40.5,25.1,0.0,15.399999999999999,1,0
2023-05-16,other states,38.5,26.8,0.0,11.7,1,0
2023-05-17,other states,40.9,26.0,0.0,14.899999999999999,1,0
2023-05-18,other states,38.0,23.9,0.0,14.100000000000001,1,0
2023-05-19,other states,37.8,25.9,0.0,11.899999999999999,0,0
2023-05-20,other states,40.0,24.8,0.0,15.2,1,0
2023-05-21,other states,42.4,25.4,0.0,17.0,1,0
2023-05-22,other states,42.1,29.8,0.0,12.3,1,0
2023-05-23,other states,43.6,30.0,1.0,13.600000000000001,1,0
2023-05-24,other states,37.7,26.2,0.2,11.500000000000004,0,0
2023-05-25,other states,33.8,23.4,0.2,10.399999999999999,0,0
2023-05-26,other states,34.5,22.6,0.0,11.899999999999999,0,0
2023-05-27,other states,33.8,21.0,19.2,12.799999999999997,0,0
2023-05-28,other states,33.8,24.0,0.3,9.799999999999997,0,0
2023-05-29,other states,34.0,22.5,1.2,11.5,0,0
2023-05-30,other states,34.1,22.7,0.1,11.400000000000002,0,0
2023-05-31,other states,30.9,21.6,2.9,9.299999999999997,0,0
2023-06-01,other states,33.6,19.9,0.4,13.700000000000003,0,0
2023-06-02,other states,33.0,22.0,1.3,11.0,0,0
2023-06-03,other states,34.8,22.7,0.0,12.099999999999998,0,0
2023-06-04,other states,36.2,23.9,1.6,12.300000000000004,0,0
2023-06-05,other states,37.1,25.1,0.1,12.0,0,0
2023-06-06,other states,38.8,24.1,0.0,14.699999999999996,1,0
2023-06-07,other states,38.4,25.0,0.0,13.399999999999999,1,0
2023-06-08,other states,39.2,25.1,0.0,14.100000000000001,1,0
2023-06-09,other states,40.8,26.0,0.0,14.799999999999997,1,0
2023-06-10,other states,40.3,26.5,0.0,13.799999999999997,1,0
2023-06-11,other states,39.2,28.1,0.0,11.100000000000001,1,0
2023-06-12,other states,41.0,29.0,0.0,12.0,1,0
2023-06-13,other states,41.8,30.2,0.0,11.599999999999998,1,0
2023-06-14,other states,40.5,30.6,0.0,9.899999999999999,1,0
2023-06-15,other states,37.3,30.3,0.4,6.9999999999999964,0,0
2023-06-16,other states,38.7,27.4,1.2,11.300000000000004,1,0
2023-06-17,other states,39.3,26.3,0.3,12.999999999999996,1,0
2023-06-18,other states,38.7,28.4,4.0,10.300000000000004,1,0
2023-06-19,other states,32.3,27.4,6.6,4.899999999999999,0,0
2023-06-20,other states,36.5,26.1,16.6,10.399999999999999,0,0
2023-06-21,other states,35.6,25.6,20.3,10.0,0,0
2023-06-22,other states,36.0,27.1,2.7,8.899999999999999,0,0
2023-06-23,other states,35.3,26.1,6.1,9.199999999999996,0,0
2023-06-24,other states,34.5,27.6,10.7,6.899999999999999,0,0
2023-06-25,other states,32.3,25.8,13.6,6.4999999999999964,0,0
2023-06-26,other states,32.8,25.0,5.8,7.799999999999997,0,0
2023-06-27,other states,33.5,25.2,8.1,8.3,0,0
2023-06-28,other states,34.0,26.0,12.2,8.0,0,0
2023-06-29,other states,32.4,25.8,11.7,6.599999999999998,0,0
2023-06-30,other states,33.8,25.2,12.7,8.599999999999998,0,0
2023-07-01,other states,33.7,24.6,1.9,9.100000000000001,0,0
2023-07-02,other states,35.3,25.9,0.9,9.399999999999999,0,0
2023-07-03,other states,36.5,27.0,4.5,9.5,0,0
2023-07-04,other states,36.7,26.1,2.5,10.600000000000001,0,0
2023-07-05,other states,33.5,24.4,13.0,9.100000000000001,0,0
2023-07-06,other states,33.0,25.2,4.8,7.800000000000001,0,0
2023-07-07,other states,33.2,24.9,10.0,8.300000000000004,0,0
2023-07-08,other states,29.6,26.0,34.4,3.6000000000000014,0,0
2023-07-09,other states,30.8,25.1,29.7,5.699999999999999,0,0
2023-07-10,other states,31.0,25.8,34.1,5.199999999999999,0,0
2023-07-11,other states,33.2,25.1,2.9,8.100000000000001,0,0
2023-07-12,other states,33.5,25.6,9.6,7.899999999999999,0,0
2023-07-13,other states,33.2,26.0,5.2,7.200000000000003,0,0
2023-07-14,other states,33.8,25.6,21.1,8.199999999999996,0,0
2023-07-15,other states,33.2,26.0,17.7,7.200000000000003,0,0
2023-07-16,other states,32.9,25.1,21.9,7.799999999999997,0,0
2023-07-17,other states,33.3,26.2,11.8,7.099999999999998,0,0
2023-07-18,other states,31.7,25.4,13.4,6.300000000000001,0,0
2023-07-19,other states,33.0,26.2,9.3,6.800000000000001,0,0
2023-07-20,other states,35.2,26.9,23.7,8.300000000000004,0,0
2023-07-21,other states,35.5,26.5,4.2,9.0,0,0
2023-07-22,other states,34.3,27.2,6.0,7.099999999999998,0,0
2023-07-23,other states,34.2,28.2,0.6,6.0000000000000036,0,0
2023-07-24,other states,34.0,27.4,7.8,6.600000000000001,0,0
2023-07-25,other states,34.1,25.5,11.8,8.600000000000001,0,0
2023-07-26,other states,29.6,25.5,18.3,4.100000000000001,0,0
2023-07-27,other states,31.7,26.3,11.0,5.399999999999999,0,0
2023-07-28,other states,32.8,26.3,27.0,6.4999999999999964,0,0
2023-07-29,other states,31.4,24.6,11.2,6.799999999999997,0,0
2023-07-30,other states,33.1,25.0,2.3,8.100000000000001,0,0
2023-07-31,other states,33.6,25.1,0.8,8.5,0,0
2023-08-01,other states,34.6,26.9,0.2,7.700000000000003,0,0
2023-08-02,other states,35.0,27.2,1.4,7.800000000000001,0,0
2023-08-03,other states,34.0,26.5,9.6,7.5,0,0
2023-08-04,other states,31.7,26.0,11.5,5.699999999999999,0,0
2023-08-05,other states,33.7,26.3,4.8,7.400000000000002,0,0
2023-08-06,other states,34.8,26.0,1.9,8.799999999999997,0,0
2023-08-07,other states,34.2,27.1,0.1,7.100000000000001,0,0
2023-08-08,other states,34.3,26.9,0.0,7.399999999999999,0,0
2023-08-09,other states,34.5,27.4,0.0,7.100000000000001,0,0
2023-08-10,other states,34.0,27.2,1.7,6.800000000000001,0,0
2023-08-11,other states,34.5,27.2,1.6,7.300000000000001,0,0
2023-08-12,other states,35.3,28.1,0.0,7.199999999999996,0,0
2023-08-13,other states,35.5,27.6,0.7,7.899999999999999,0,0
2023-08-14,other states,33.5,26.8,0.0,6.699999999999999,0,0
2023-08-15,other states,34.7,25.8,0.1,8.900000000000002,0,0
2023-08-16,other states,36.0,25.6,0.1,10.399999999999999,0,0
2023-08-17,other states,36.0,27.8,0.0,8.2,0,0
2023-08-18,other states,36.1,28.3,0.1,7.800000000000001,0,0
2023-08-19,other states,34.1,26.1,7.4,8.0,0,0
2023-08-20,other states,35.8,27.8,0.1,7.9999999999999964,0,0
2023-08-21,other states,36.2,28.0,0.8,8.200000000000003,0,0
2023-08-22,other states,35.3,27.4,12.6,7.899999999999999,0,0
2023-08-23,other states,29.9,25.6,15.5,4.299999999999997,0,0
2023-08-24,other states,33.2,24.8,0.0,8.400000000000002,0,0
2023-08-25,other states,33.9,25.6,0.0,8.299999999999997,0,0
2023-08-26,other states,34.3,27.3,0.0,6.9999999999999964,0,0
2023-08-27,other states,34.8,27.0,0.1,7.799999999999997,0,0
2023-08-28,other states,34.8,26.2,2.2,8.599999999999998,0,0
2023-08-29,other states,35.0,25.8,0.0,9.2,0,0
2023-08-30,other states,36.3,26.6,0.0,9.699999999999996,0,0
2023-08-31,other states,36.4,25.6,0.0,10.799999999999997,0,0
2023-09-01,other states,37.3,26.6,0.0,10.699999999999996,0,0
2023-09-02,other states,37.2,27.2,0.0,10.000000000000004,0,0
2023-09-03,other states,36.7,26.3,0.0,10.400000000000002,0,0
2023-09-04,other states,37.3,25.6,0.0,11.699999999999996,0,0
2023-09-05,other states,36.2,26.5,6.1,9.700000000000003,0,0
2023-09-06,other states,36.2,24.3,1.7,11.900000000000002,0,0
2023-09-07,other states,38.3,27.0,0.0,11.299999999999997,1,0
2023-09-08,other states,36.5,25.5,1.3,11.0,0,0
2023-09-09,other states,32.3,25.4,2.5,6.899999999999999,0,0
2023-09-10,other states,30.0,24.1,35.3,5.899999999999999,0,0
2023-09-11,other states,32.1,23.9,1.0,8.200000000000003,0,0
2023-09-12,other states,33.3,24.4,0.0,8.899999999999999,0,0
2023-09-13,other states,33.7,26.4,7.4,7.300000000000004,0,0
2023-09-14,other states,34.1,26.6,5.5,7.5,0,0
2023-09-15,other states,32.0,25.5,5.7,6.5,0,0
2023-09-16,other states,31.5,26.4,7.8,5.100000000000001,0,0
2023-09-17,other states,31.6,25.1,6.5,6.5,0,0
2023-09-18,other states,31.6,24.6,2.1,7.0,0,0
2023-09-19,other states,33.0,24.6,0.2,8.399999999999999,0,0
2023-09-20,other states,33.0,25.5,0.9,7.5,0,0
2023-09-21,other states,33.5,26.0,2.6,7.5,0,0
2023-09-22,other states,33.2,25.2,0.3,8.000000000000004,0,0
2023-09-23,other states,32.8,25.6,1.4,7.199999999999996,0,0
2023-09-24,other states,32.8,25.3,0.9,7.4999999999999964,0,0
2023-09-25,other states,32.9,24.5,0.2,8.399999999999999,0,0
2023-09-26,other states,32.9,24.9,0.2,8.0,0,0
2023-09-27,other states,33.3,23.3,0.0,9.999999999999996,0,0
2023-09-28,other states,33.0,20.5,0.0,12.5,0,0
2023-09-29,other states,33.2,20.4,0.0,12.800000000000004,0,0
2023-09-30,other states,34.8,22.8,0.0,11.999999999999996,0,0
2023-10-01,other states,34.5,21.3,0.0,13.2,0,0
2023-10-02,other states,33.8,20.1,0.0,13.699999999999996,0,0
2023-10-03,other states,33.8,20.0,0.0,13.799999999999997,0,0
2023-10-04,other states,33.8,18.9,0.0,14.899999999999999,0,0
2023-10-05,other states,34.2,19.9,0.0,14.300000000000004,0,0
2023-10-06,other states,35.2,19.9,0.0,15.300000000000004,0,0
2023-10-07,other states,35.0,21.5,0.0,13.5,0,0
2023-10-08,other states,35.2,24.0,0.0,11.200000000000003,0,0
2023-10-09,other states,35.2,24.5,0.0,10.700000000000003,0,0
2023-10-10,other states,33.5,24.4,2.5,9.100000000000001,0,0
2023-10-11,other states,33.7,21.2,0.0,12.500000000000004,0,0
2023-10-12,other states,33.2,18.9,0.0,14.300000000000004,0,0
2023-10-13,other states,34.7,20.2,0.0,14.500000000000004,0,0
2023-10-14,other states,35.0,21.5,0.0,13.5,0,0
2023-10-15,other states,33.7,22.3,0.1,11.400000000000002,0,0
2023-10-16,other states,29.0,19.8,9.9,9.2,0,0
2023-10-17,other states,28.6,18.2,3.3,10.400000000000002,0,0
2023-10-18,other states,29.0,17.1,0.0,11.899999999999999,0,0
2023-10-19,other states,28.5,17.0,0.0,11.5,0,0
2023-10-20,other states,29.1,17.0,0.0,12.100000000000001,0,0
2023-10-21,other states,29.6,16.7,0.0,12.900000000000002,0,0
2023-10-22,other states,30.4,17.0,0.0,13.399999999999999,0,0
2023-10-23,other states,29.7,17.5,0.0,12.2,0,0
2023-10-24,other states,30.5,17.6,0.0,12.899999999999999,0,0
2023-10-25,other states,30.6,17.0,0.0,13.600000000000001,0,0
2023-10-26,other states,30.5,16.9,0.0,13.600000000000001,0,0
2023-10-27,other states,30.4,16.6,0.0,13.799999999999997,0,0
2023-10-28,other states,30.0,18.5,0.0,11.5,0,0
2023-10-29,other states,31.4,17.8,0.0,13.599999999999998,0,0
2023-10-30,other states,31.7,17.5,0.0,14.2,0,0
2023-10-31,other states,31.0,18.5,0.0,12.5,0,0
2023-11-01,other states,30.5,18.8,0.0,11.7,0,0
2023-11-02,other states,30.2,19.0,0.0,11.2,0,0
2023-11-03,other states,28.5,17.8,1.1,10.7,0,0
2023-11-04,other states,29.6,15.9,0.0,13.700000000000001,0,0
2023-11-05,other states,29.6,16.8,0.0,12.8,0,0
2023-11-06,other states,29.5,15.1,0.0,14.4,0,0
2023-11-07,other states,30.1,16.3,0.0,13.8,0,0
2023-11-08,other states,29.5,16.8,0.0,12.7,0,0
2023-11-09,other states,29.2,16.9,0.0,12.3,0,0
2023-11-10,other states,26.4,16.1,2.9,10.299999999999997,0,0
2023-11-11,other states,25.2,14.9,0.0,10.299999999999999,0,0
2023-11-12,other states,25.1,13.9,0.0,11.200000000000001,0,0
2023-11-13,other states,25.5,13.2,0.0,12.3,0,0
2023-11-14,other states,25.2,14.1,0.0,11.1,0,0
2023-11-15,other states,25.7,13.1,0.0,12.6,0,0
2023-11-16,other states,26.2,13.0,0.0,13.2,0,0
2023-11-17,other states,26.8,14.3,0.0,12.5,0,0
2023-11-18,other states,26.2,14.6,0.0,11.6,0,0
2023-11-19,other states,25.6,13.9,0.0,11.700000000000001,0,0
2023-11-20,other states,25.5,13.4,0.0,12.1,0,0
2023-11-21,other states,25.2,13.5,0.0,11.7,0,0
2023-11-22,other states,24.8,13.1,0.0,11.700000000000001,0,0
2023-11-23,other states,24.8,11.3,0.0,13.5,0,0
2023-11-24,other states,25.1,13.4,0.0,11.700000000000001,0,0
2023-11-25,other states,25.2,12.4,0.0,12.799999999999999,0,0
2023-11-26,other states,25.5,14.2,0.0,11.3,0,0
2023-11-27,other states,24.0,15.6,4.0,8.4,0,0
2023-11-28,other states,20.5,15.1,3.2,5.4,0,0
2023-11-29,other states,24.4,13.4,0.4,10.999999999999998,0,0
2023-11-30,other states,21.6,14.1,1.0,7.500000000000002,0,0
2023-12-01,other states,24.1,13.8,0.1,10.3,0,0
2023-12-02,other states,24.2,13.2,0.0,11.0,0,0
2023-12-03,other states,24.5,12.1,0.1,12.4,0,0
2023-12-04,other states,22.9,13.7,0.0,9.2,0,0
2023-12-05,other states,23.2,11.4,0.0,11.799999999999999,0,0
2023-12-06,other states,23.5,11.6,0.0,11.9,0,0
2023-12-07,other states,24.1,11.6,0.0,12.500000000000002,0,0
2023-12-08,other states,23.8,11.4,0.0,12.4,0,0
2023-12-09,other states,23.4,10.7,0.0,12.7,0,0
2023-12-10,other states,22.5,10.8,0.0,11.7,0,0
2023-12-11,other states,22.2,9.1,0.0,13.1,0,0
2023-12-12,other states,22.8,9.2,0.0,13.600000000000001,0,0
2023-12-13,other states,22.8,10.4,0.0,12.4,0,0
2023-12-14,other states,22.1,9.7,0.0,12.400000000000002,0,0
2023-12-15,other states,22.0,7.4,0.0,14.6,0,0
2023-12-16,other states,22.3,7.7,0.0,14.600000000000001,0,0
2023-12-17,other states,22.5,9.4,0.0,13.1,0,0
2023-12-18,other states,21.5,9.1,0.0,12.4,0,0
2023-12-19,other states,21.5,8.6,0.0,12.9,0,0
2023-12-20,other states,20.4,7.9,0.0,12.499999999999998,0,0
2023-12-21,other states,21.5,8.1,0.0,13.4,0,0
2023-12-22,other states,21.5,7.1,0.0,14.4,0,0
2023-12-23,other states,22.0,11.1,0.3,10.9,0,0
2023-12-24,other states,22.9,9.6,0.0,13.299999999999999,0,0
2023-12-25,other states,22.9,10.7,0.0,12.2,0,0
2023-12-26,other states,22.7,9.5,0.0,13.2,0,0
2023-12-27,other states,21.6,8.4,0.0,13.200000000000001,0,0
2023-12-28,other states,20.9,9.7,0.0,11.2,0,0
2023-12-29,other states,20.2,8.2,0.0,12.0,0,0
2023-12-30,other states,19.0,8.9,0.0,10.1,0,0
2023-12-31,other states,18.6,7.6,0.0,11.000000000000002,0,0
2024-01-01,other states,16.1,5.9,0.0,10.200000000000001,0,0
2024-01-02,other states,15.3,4.6,0.0,10.700000000000001,0,0
2024-01-03,other states,15.9,4.8,0.0,11.100000000000001,0,0
2024-01-04,other states,17.9,5.2,0.0,12.7,0,0
2024-01-05,other states,17.2,7.3,0.1,9.899999999999999,0,0
2024-01-06,other states,16.9,6.3,0.0,10.599999999999998,0,0
2024-01-07,other states,17.5,6.1,0.0,11.4,0,0
2024-01-08,other states,18.4,5.5,0.0,12.899999999999999,0,0
2024-01-09,other states,18.0,6.2,0.0,11.8,0,0
2024-01-10,other states,15.8,4.6,0.0,11.200000000000001,0,0
2024-01-11,other states,15.4,5.6,0.0,9.8,0,0
2024-01-12,other states,17.4,5.6,0.0,11.799999999999999,0,0
2024-01-13,other states,18.1,5.8,0.0,12.3,0,0
2024-01-14,other states,18.0,4.8,0.0,13.2,0,0
2024-01-15,other states,16.0,4.9,0.0,11.1,0,0
2024-01-16,other states,17.5,3.8,0.0,13.7,0,0
2024-01-17,other states,17.8,4.0,0.0,13.8,0,0
2024-01-18,other states,17.5,6.0,0.0,11.5,0,0
2024-01-19,other states,16.8,6.2,0.0,10.600000000000001,0,0
2024-01-20,other states,16.0,5.1,0.0,10.9,0,0
2024-01-21,other states,16.0,5.2,0.0,10.8,0,0
2024-01-22,other states,16.9,5.0,0.0,11.899999999999999,0,0
2024-01-23,other states,17.3,4.8,0.0,12.5,0,0
2024-01-24,other states,18.1,6.3,0.0,11.8,0,0
2024-01-25,other states,17.5,5.6,0.0,11.9,0,0
2024-01-26,other states,18.5,6.0,0.0,12.5,0,0
2024-01-27,other states,20.5,6.9,0.0,13.6,0,0
2024-01-28,other states,20.2,6.9,0.0,13.299999999999999,0,0
2024-01-29,other states,21.3,9.4,0.0,11.9,0,0
2024-01-30,other states,20.5,10.0,0.0,10.5,0,0
2024-01-31,other states,20.1,9.9,9.0,10.200000000000001,0,0
2024-02-01,other states,21.2,12.2,30.0,9.0,0,0
2024-02-02,other states,19.3,8.5,0.0,10.8,0,0
2024-02-03,other states,20.6,8.2,0.0,12.400000000000002,0,0
2024-02-04,other states,20.7,12.9,7.1,7.799999999999999,0,0
2024-02-05,other states,19.8,10.3,2.1,9.5,0,0
2024-02-06,other states,18.6,7.4,0.0,11.200000000000001,0,0
2024-02-07,other states,18.4,7.9,0.0,10.499999999999998,0,0
2024-02-08,other states,19.0,8.1,0.0,10.9,0,0
2024-02-09,other states,20.5,8.1,0.0,12.4,0,0
2024-02-10,other states,19.7,7.2,0.0,12.5,0,0
2024-02-11,other states,21.5,8.1,0.0,13.4,0,0
2024-02-12,other states,21.5,7.7,0.0,13.8,0,0
2024-02-13,other states,21.1,8.4,0.0,12.700000000000001,0,0
2024-02-14,other states,22.6,9.6,0.0,13.000000000000002,0,0
2024-02-15,other states,23.6,9.7,0.0,13.900000000000002,0,0
2024-02-16,other states,24.5,8.6,0.0,15.9,0,0
2024-02-17,other states,24.5,9.6,0.0,14.9,0,0
2024-02-18,other states,27.1,9.9,0.0,17.200000000000003,0,0
2024-02-19,other states,26.8,14.7,0.0,12.100000000000001,0,0
2024-02-20,other states,27.3,15.2,0.2,12.100000000000001,0,0
2024-02-21,other states,25.9,12.1,0.0,13.799999999999999,0,0
2024-02-22,other states,24.0,10.9,0.0,13.1,0,0
2024-02-23,other states,22.8,8.5,0.0,14.3,0,0
2024-02-24,other states,23.4,9.3,0.0,14.099999999999998,0,0
2024-02-25,other states,25.0,10.4,0.0,14.6,0,0
2024-02-26,other states,24.6,11.1,0.0,13.500000000000002,0,0
2024-02-27,other states,24.5,14.1,0.9,10.4,0,0
2024-02-28,other states,24.0,11.4,0.0,12.6,0,0
2024-02-29,other states,26.2,12.0,0.0,14.2,0,0
2024-03-01,other states,26.5,13.9,1.7,12.6,0,0
2024-03-02,other states,24.6,17.2,6.5,7.400000000000002,0,0
2024-03-03,other states,22.7,13.4,10.4,9.299999999999999,0,0
2024-03-04,other states,21.6,11.1,0.0,10.500000000000002,0,0
2024-03-05,other states,20.9,8.9,0.0,11.999999999999998,0,0
2024-03-06,other states,21.0,9.1,0.0,11.9,0,0
2024-03-07,other states,24.2,10.1,0.0,14.1,0,0
2024-03-08,other states,25.4,11.3,0.0,14.099999999999998,0,0
2024-03-09,other states,25.2,11.8,0.0,13.399999999999999,0,0
2024-03-10,other states,26.5,11.9,0.0,14.6,0,0
2024-03-11,other states,29.5,14.8,0.0,14.7,0,0
2024-03-12,other states,29.0,13.9,0.0,15.1,0,0
2024-03-13,other states,29.4,13.9,0.2,15.499999999999998,0,0
2024-03-14,other states,29.2,14.1,0.0,15.1,0,0
2024-03-15,other states,27.1,14.3,0.0,12.8,0,0
2024-03-16,other states,27.5,12.6,0.0,14.9,0,0
2024-03-17,other states,28.8,11.8,0.0,17.0,0,0
2024-03-18,other states,28.5,12.9,0.0,15.6,0,0
2024-03-19,other states,29.8,13.6,0.0,16.200000000000003,0,0
2024-03-20,other states,32.0,14.1,0.0,17.9,0,0
2024-03-21,other states,29.1,16.9,0.0,12.200000000000003,0,0
2024-03-22,other states,32.4,17.8,0.0,14.599999999999998,0,0
2024-03-23,other states,33.8,18.0,0.0,15.799999999999997,0,0
2024-03-24,other states,31.0,18.5,0.1,12.5,0,0
2024-03-25,other states,32.8,16.6,0.0,16.199999999999996,0,0
2024-03-26,other states,33.5,18.5,0.0,15.0,0,0
2024-03-27,other states,36.4,21.5,0.0,14.899999999999999,0,0
2024-03-28,other states,37.0,21.9,0.0,15.100000000000001,0,0
2024-03-29,other states,36.5,20.9,0.0,15.600000000000001,0,0
2024-03-30,other states,35.2,22.8,0.0,12.400000000000002,0,0
2024-03-31,other states,34.3,20.0,0.0,14.299999999999997,0,0
2024-04-01,other states,31.3,18.7,0.0,12.600000000000001,0,0
2024-04-02,other states,32.9,17.0,0.0,15.899999999999999,0,0
2024-04-03,other states,35.8,21.8,0.0,13.999999999999996,0,0
2024-04-04,other states,36.4,20.5,0.0,15.899999999999999,0,0
2024-04-05,other states,35.6,21.2,0.0,14.400000000000002,0,0
2024-04-06,other states,35.0,19.6,0.0,15.399999999999999,0,0
2024-04-07,other states,35.4,17.5,0.0,17.9,0,0
2024-04-08,other states,36.8,19.0,0.0,17.799999999999997,0,0
2024-04-09,other states,37.8,19.9,0.0,17.9,0,0
2024-04-10,other states,38.5,19.8,0.0,18.7,1,0
2024-04-11,other states,38.0,22.1,0.0,15.899999999999999,1,0
2024-04-12,other states,38.8,21.8,0.0,16.999999999999996,1,0
2024-04-13,other states,38.5,25.3,1.2,13.2,1,0
2024-04-14,other states,33.8,22.8,0.5,10.999999999999996,0,0
2024-04-15,other states,36.3,22.2,1.3,14.099999999999998,0,0
2024-04-16,other states,35.7,23.5,0.0,12.200000000000003,0,0
2024-04-17,other states,35.3,22.2,0.0,13.099999999999998,0,0
2024-04-18,other states,37.8,23.6,0.0,14.199999999999996,0,0
2024-04-19,other states,38.3,24.6,0.0,13.699999999999996,1,0
2024-04-20,other states,36.7,22.3,0.0,14.400000000000002,0,0
2024-04-21,other states,36.6,23.6,0.0,13.0,0,0
2024-04-22,other states,37.0,24.5,0.0,12.5,0,0
2024-04-23,other states,38.0,22.6,0.0,15.399999999999999,1,0
2024-04-24,other states,36.8,21.0,0.0,15.799999999999997,0,0
2024-04-25,other states,38.2,21.5,0.0,16.700000000000003,1,0
2024-04-26,other states,39.2,23.4,0.0,15.800000000000004,1,0
2024-04-27,other states,37.8,26.0,0.0,11.799999999999997,0,0
2024-04-28,other states,37.5,22.7,0.0,14.8,0,0
2024-04-29,other states,38.0,23.6,0.0,14.399999999999999,1,0
2024-04-30,other states,36.2,23.2,0.0,13.000000000000004,0,0
2024-05-01,other states,32.7,20.5,0.0,12.200000000000003,0,0
2024-05-02,other states,35.0,19.3,0.0,15.7,0,0
